motif_frequency,power
2814.000000,-8.376728
2753.000000,-7.814743
3043.000000,-2.635991
2729.000000,-5.765931
2537.000000,-6.274830
2332.000000,-1.597951
1769.000000,-1.053816
1892.000000,-0.717573
1979.000000,-0.814677
2013.000000,-1.037509
1892.000000,-1.307466
2130.000000,-0.739764
1796.000000,-0.675198
1847.000000,-0.709149
1879.000000,-0.809371
1839.000000,-1.574123
1906.000000,-0.547250
1858.000000,-0.545618
1738.000000,-0.776884
1790.000000,-1.526444
2086.000000,-0.741046
1861.000000,-1.405716
2340.000000,-2.012814
2132.000000,-2.883961
2148.000000,-3.196244
2119.000000,-2.609285
2113.000000,-2.069102
1942.000000,-1.326596
2281.000000,-3.723461
2123.000000,-4.483067
2113.000000,-3.641621
1936.000000,-2.541277
1837.000000,-1.986150
2348.000000,-4.496485
1990.000000,-3.319608
1934.000000,-2.552313
2633.000000,-3.313654
2321.000000,-3.375580
2023.000000,-2.735928
2785.000000,-1.501378
2553.000000,-1.904093
2084.000000,-2.223524
1969.000000,-2.234904
1977.000000,-1.890520
1843.000000,-1.987675
3199.000000,-1.520380
3021.000000,-0.498171
2488.000000,-1.024740
2148.000000,-1.651702
1993.000000,-1.872660
1856.000000,-1.859036
3743.000000,-0.967580
3699.000000,-0.887400
2696.000000,-1.169220
1899.000000,-1.294823
4155.000000,-0.831698
4284.000000,-1.595740
2623.000000,-1.259871
2024.000000,-0.971592
4410.000000,-0.762983
4209.000000,-1.445545
3351.000000,-0.195349
2202.000000,-1.810878
1847.000000,-2.549504
1804.000000,-2.595259
1856.000000,-2.412195
4490.000000,-0.987353
4288.000000,-1.157567
2769.000000,-2.177789
2126.000000,-3.312721
1994.000000,-3.341206
1988.000000,-3.093958
4534.000000,-1.705108
4099.000000,-1.999138
2583.000000,-3.512461
2274.000000,-4.027721
2189.000000,-4.127883
4515.000000,-2.216610
4056.000000,-2.952331
2583.000000,-4.182482
2404.000000,-4.422910
4149.000000,-3.212001
2668.000000,-4.474546
2438.000000,-4.853433
2172.000000,-4.311370
2056.000000,-2.953141
1995.000000,-1.875778
3652.000000,-2.894498
2966.000000,-4.466344
2459.000000,-4.415536
2246.000000,-3.354241
2000.000000,-1.945161
3424.000000,-3.849885
2606.000000,-3.649521
2050.000000,-2.597816
1971.000000,-1.287757
3149.000000,-2.690457
1964.000000,-1.200367
1776.000000,-1.493940
2199.000000,-5.978413
2165.000000,-6.435584
2024.000000,-6.601524
1921.000000,-6.752362
1842.000000,-6.938007
1729.000000,-6.946710
2427.000000,-5.910787
2231.000000,-6.560044
2143.000000,-7.112970
2241.000000,-6.967486
1909.000000,-7.636735
2747.000000,-6.508585
2546.000000,-6.521290
2948.000000,-7.438653
2848.000000,-7.710275
3195.000000,-7.305944
2930.000000,-7.211899
3621.000000,-6.513042
3643.000000,-8.280786
3430.000000,-9.171323
3057.000000,-9.361804
1834.000000,-8.386991
1835.000000,-7.262805
3735.000000,-7.578620
4025.000000,-10.044178
3614.000000,-10.248836
2084.000000,-9.407901
1735.000000,-7.398774
4313.000000,-8.880777
3990.000000,-9.680103
1942.000000,-9.017482
4435.000000,-7.436230
4216.000000,-8.935036
3516.000000,-8.814666
4279.000000,-5.995109
3913.000000,-7.203308
2480.000000,-7.953005
1846.000000,-7.556411
1863.000000,-7.023882
1855.000000,-6.962630
4154.000000,-3.419890
4096.000000,-5.131463
2835.000000,-6.399255
2200.000000,-6.552710
1897.000000,-6.424282
1976.000000,-5.695898
3827.000000,-3.409943
3507.000000,-5.038067
2429.000000,-5.610345
2083.000000,-5.132451
3944.000000,-3.334049
2964.000000,-5.281561
2266.000000,-5.150070
2100.000000,-4.835085
3145.000000,-3.934818
2482.000000,-5.775084
2372.000000,-5.299211
2093.000000,-6.050770
1921.000000,-7.122123
1850.000000,-7.840933
1842.000000,-7.611309
2882.000000,-4.903783
2646.000000,-5.863407
2393.000000,-6.274856
1899.000000,-7.873297
1844.000000,-8.560144
1756.000000,-8.625454
2840.000000,-5.683985
3063.000000,-6.460546
2201.000000,-7.894165
1898.000000,-7.894300
1722.000000,-8.715940
2658.000000,-5.931884
2301.000000,-7.496644
1956.000000,-9.140681
1775.000000,-9.176726
2335.000000,-6.649533
1744.000000,-9.102667
1636.000000,-10.166196
1745.000000,-8.436540
1780.000000,-8.680368
1723.000000,-7.433145
1423.000000,-8.644934
1520.000000,-9.014822
1683.000000,-9.615237
1744.000000,-8.577222
1797.000000,-7.633559
1912.000000,-7.679982
1780.000000,-7.823674
2140.000000,-7.262364
1807.000000,-7.006948
2059.000000,-6.198873
1951.000000,-6.074800
1792.000000,-7.339179
2333.000000,3.832106
1762.000000,3.526304
1602.000000,3.456987
1704.000000,3.133412
1693.000000,2.362782
1355.000000,0.043673
2203.000000,4.022357
1762.000000,3.764621
1762.000000,3.509116
1775.000000,2.594793
1693.000000,1.443685
2200.000000,4.079880
1615.000000,3.544013
1741.000000,3.490950
1784.000000,2.472205
1763.000000,1.965743
2309.000000,3.475347
2273.000000,2.520125
1773.000000,2.364794
2656.000000,2.676491
2454.000000,1.117714
1777.000000,-0.161497
1526.000000,-0.551384
1607.000000,-0.608389
1609.000000,-0.724191
2812.000000,1.159610
2207.000000,-0.674431
1678.000000,-0.997028
1609.000000,0.249568
1648.000000,0.639492
4129.000000,3.545428
2374.000000,-0.066693
1643.000000,0.509324
1729.000000,2.325165
4897.000000,2.320135
4892.000000,6.200285
1735.000000,4.422328
1733.000000,2.616273
1648.000000,0.876181
1619.000000,0.526615
5159.000000,4.674960
3028.000000,7.206414
1735.000000,4.566952
1735.000000,2.775567
1735.000000,2.089912
1837.000000,3.124773
4918.000000,7.313283
2382.000000,8.275113
1840.000000,5.453048
1729.000000,3.782597
5056.000000,7.012038
3238.000000,8.140789
1840.000000,4.982937
1840.000000,3.524035
5204.000000,5.981423
3553.000000,7.210276
1996.000000,5.284443
1840.000000,3.373288
1837.000000,2.934925
1678.000000,0.800955
1609.000000,-0.190004
5188.000000,6.518176
3508.000000,7.067555
1840.000000,4.866641
1840.000000,3.449770
1735.000000,1.667170
1474.000000,0.362641
4990.000000,7.143752
2859.000000,5.463413
1840.000000,3.939540
1735.000000,2.666181
1683.000000,1.401761
5023.000000,4.727704
2853.000000,3.413214
1840.000000,1.890441
1735.000000,1.178838
5053.000000,1.980762
4168.000000,0.839328
1676.000000,-0.391016
1622.000000,0.389661
1609.000000,0.673092
1510.000000,0.928590
1388.000000,1.048884
5012.000000,1.046445
1674.000000,-0.548782
1652.000000,0.847296
1541.000000,2.086859
1692.000000,2.306796
2653.000000,-0.240471
1628.000000,1.093379
1693.000000,2.719384
1693.000000,3.081607
2656.000000,1.949329
1525.000000,3.088913
1599.000000,3.306653
1609.000000,-0.072910
2638.000000,2.109593
1859.000000,1.698329
1904.000000,1.505749
1822.000000,1.375152
1711.000000,0.781266
1546.000000,-0.847022
2432.000000,2.581070
2163.000000,1.878464
1913.000000,1.623976
1818.000000,0.931241
1555.000000,0.248964
2819.000000,2.391206
2192.000000,1.925228
2393.000000,1.822065
1829.000000,0.784249
1843.000000,0.524827
2818.000000,2.288378
2574.000000,0.928831
1731.000000,0.706264
2818.000000,1.315498
2205.000000,-0.099607
1931.000000,-1.235850
1546.000000,-1.395953
1405.000000,-1.373522
1519.000000,-1.250325
2818.000000,0.620293
2394.000000,-1.451959
1564.000000,-2.502926
1483.000000,-1.615930
1540.000000,-0.813842
3469.000000,0.868630
1875.000000,-2.188227
1522.000000,-2.054579
1546.000000,0.197575
5191.000000,1.013064
4088.000000,1.439579
1478.000000,1.786657
1546.000000,0.499110
1540.000000,-0.635723
1540.000000,-0.510906
4990.000000,4.088805
3592.000000,5.234307
1415.000000,2.160809
1546.000000,0.728893
1546.000000,0.623402
1472.000000,1.388224
4600.000000,6.325802
2552.000000,6.381840
1794.000000,3.683505
1470.000000,2.053796
5069.000000,5.938272
2895.000000,6.451350
1798.000000,3.457244
1657.000000,1.787944
5071.000000,4.586333
3223.000000,5.680117
1585.000000,3.547285
1472.000000,1.480510
1546.000000,1.080335
1510.000000,-0.579635
1392.000000,-1.021654
4681.000000,5.261954
3112.000000,5.488361
1650.000000,2.758563
1472.000000,1.221306
1546.000000,-0.263647
1522.000000,-1.124297
4786.000000,6.273703
2380.000000,3.675163
1651.000000,1.638840
1546.000000,0.252758
1510.000000,-0.825248
4934.000000,4.127757
3056.000000,1.657543
1649.000000,-0.355844
1546.000000,-1.329393
5068.000000,1.892725
3536.000000,-0.442937
1680.000000,-2.438807
1522.000000,-1.869452
1524.000000,-0.862698
1546.000000,-0.421803
1546.000000,-0.188692
5272.000000,-0.051712
1732.000000,-2.212063
1627.000000,-0.816714
1510.000000,0.518057
1507.000000,0.696430
2996.000000,-1.151999
1940.000000,-0.462608
1836.000000,0.837332
1723.000000,1.196785
2818.000000,0.620448
1796.000000,1.156250
1904.000000,1.365955
1401.000000,-0.936595
2646.000000,4.058523
2847.000000,4.405469
2820.000000,5.214944
2746.000000,5.567235
2762.000000,4.856837
2906.000000,1.731510
3160.000000,4.065153
2968.000000,4.419257
3192.000000,4.994566
2785.000000,4.834734
3031.000000,3.288257
3429.000000,3.789225
3185.000000,4.325946
3433.000000,4.186758
3093.000000,4.165561
3032.000000,3.681067
3994.000000,3.977461
3646.000000,3.407811
3333.000000,3.764139
4034.000000,3.040159
3877.000000,1.770950
3789.000000,0.144364
3406.000000,-0.324992
3279.000000,-0.701050
2902.000000,-0.770577
4114.000000,1.686713
4105.000000,-0.442613
4022.000000,-2.254479
3999.000000,-2.550400
3456.000000,-2.605877
4092.000000,1.281816
4121.000000,-1.187112
4040.000000,-2.269528
3786.000000,-2.290457
3585.000000,0.578784
3486.000000,-0.126486
3549.000000,-1.243829
3880.000000,-2.269170
3483.000000,-2.673252
2301.000000,-2.253831
3036.000000,1.161644
3339.000000,0.350220
3589.000000,-1.152377
3754.000000,-2.175131
2763.000000,-2.274896
2293.000000,-2.154530
3224.000000,1.128133
3197.000000,0.526605
3403.000000,-1.096037
3273.000000,-1.904574
2909.000000,1.148101
2905.000000,0.436748
2863.000000,-1.278702
2783.000000,-1.970307
2665.000000,0.929486
2834.000000,0.151455
2863.000000,-1.394374
2394.000000,-2.093583
2375.000000,-2.174788
2291.000000,-1.831339
2318.000000,0.680232
2706.000000,0.528309
2417.000000,-0.293182
2523.000000,-1.607514
2341.000000,-2.151307
2465.000000,-2.112688
2280.000000,-0.552579
2751.000000,0.119568
2567.000000,-0.819849
2468.000000,-1.702184
2419.000000,-2.143467
2413.000000,-1.904152
2590.000000,-0.142749
2536.000000,-1.088778
2204.000000,-1.754972
2302.000000,-2.204323
2461.000000,0.516130
2474.000000,-1.025961
2310.000000,-1.943382
2441.000000,-1.676916
2526.000000,0.811035
2429.000000,2.419142
2367.000000,3.157067
2447.000000,0.051817
2362.000000,-0.796238
2535.000000,1.560164
2599.000000,4.066503
2653.000000,4.824715
2662.000000,0.676339
2472.000000,2.085377
2397.000000,4.664156
2686.000000,5.308763
2579.000000,2.912257
2443.000000,4.062061
2500.000000,4.927775
2510.000000,1.295570
2946.000000,3.489773
3065.000000,4.632279
3142.000000,5.607424
3109.000000,5.972776
3131.000000,5.249338
2821.000000,1.919930
3126.000000,4.205403
3232.000000,5.061692
3010.000000,5.745420
3300.000000,5.423494
3252.000000,3.639944
3555.000000,4.203034
3378.000000,5.008396
3425.000000,4.604544
3384.000000,4.744215
3289.000000,3.934390
3425.000000,3.841012
3586.000000,3.538983
3465.000000,4.253952
3506.000000,2.529294
3543.000000,1.536867
3536.000000,-0.097713
3490.000000,-0.487429
3490.000000,-0.922076
3051.000000,-0.860965
3499.000000,1.295954
3492.000000,-0.989396
3373.000000,-2.758145
3491.000000,-2.978777
3032.000000,-2.858318
3520.000000,1.348912
3429.000000,-1.270038
3397.000000,-2.413262
3375.000000,-2.261130
3395.000000,0.940857
3329.000000,0.290129
3294.000000,-0.796553
3443.000000,-2.103452
3383.000000,-2.886560
2815.000000,-2.344845
3114.000000,1.506495
3254.000000,0.776358
3353.000000,-0.644820
3275.000000,-1.935343
3074.000000,-2.180252
2710.000000,-1.839555
3092.000000,1.457890
3193.000000,1.111931
3216.000000,-0.397635
3092.000000,-1.484366
3108.000000,1.545036
3132.000000,1.133143
2901.000000,-0.655985
2874.000000,-1.598754
3057.000000,1.323858
3031.000000,0.647822
2976.000000,-1.034410
2547.000000,-1.872922
2662.000000,-2.031793
2523.000000,-1.871990
2708.000000,0.816273
3153.000000,0.927749
3038.000000,0.034563
2845.000000,-1.486682
2840.000000,-2.164089
2493.000000,-2.243237
2656.000000,-0.659747
3163.000000,0.507519
3084.000000,-0.576224
2816.000000,-1.766636
2752.000000,-2.364200
2750.000000,-2.246067
3128.000000,0.208296
3192.000000,-0.930180
3029.000000,-1.907413
3051.000000,-2.567712
3174.000000,0.806061
3195.000000,-0.918347
3151.000000,-2.265090
2803.000000,-2.166463
2697.000000,0.626515
2898.000000,2.518032
3056.000000,3.398744
3121.000000,0.002286
3164.000000,-1.505900
3009.000000,1.036187
3127.000000,3.984206
3045.000000,5.051426
3042.000000,0.268340
3079.000000,1.283082
3020.000000,4.410601
3179.000000,5.422766
3117.000000,2.213010
2942.000000,3.714152
3079.000000,5.069047
2819.000000,1.452987
2802.000000,3.482294
2430.000000,2.987920
1944.000000,2.988902
1780.000000,2.658238
1658.000000,1.824236
1718.000000,0.606807
2754.000000,3.870654
2321.000000,3.056135
2149.000000,2.888613
1804.000000,2.208357
1664.000000,0.784857
2847.000000,4.208426
2407.000000,3.022893
2473.000000,2.990335
1809.000000,2.415828
1944.000000,1.362578
2824.000000,5.329923
2515.000000,3.129580
2279.000000,2.077621
3261.000000,2.421957
3652.000000,0.819601
3223.000000,0.220035
2145.000000,-0.399452
2038.000000,-0.363315
1844.000000,0.194288
4465.000000,1.494481
4077.000000,-0.736012
3548.000000,-0.702755
1951.000000,0.032996
1640.000000,0.980499
4981.000000,1.546053
4569.000000,-0.715438
2908.000000,-0.333896
1916.000000,1.205768
4359.000000,1.489082
3197.000000,0.520552
1950.000000,0.753599
1887.000000,1.040960
1617.000000,1.209592
1589.000000,1.141120
3853.000000,2.380363
2290.000000,1.934869
1861.000000,1.342504
1793.000000,1.292603
1600.000000,1.283619
1595.000000,1.539773
3435.000000,3.040521
1988.000000,1.475676
1875.000000,2.633841
1679.000000,1.741224
3502.000000,4.603332
1932.000000,1.449302
1693.000000,1.930519
1582.000000,1.817154
3374.000000,5.019409
1719.000000,0.985243
1617.000000,1.417146
1620.000000,1.327503
1575.000000,2.030808
1762.000000,1.025220
1766.000000,0.938535
3289.000000,3.618734
1652.000000,0.703286
1709.000000,0.961524
1660.000000,7.755860
1480.000000,0.858412
1764.000000,0.497754
2955.000000,1.384328
1887.000000,0.229497
1601.000000,4.769577
1636.000000,0.662077
1468.000000,0.517262
3057.000000,3.365755
2026.000000,7.969796
1868.000000,5.147653
1669.000000,0.157869
3749.000000,2.127324
2928.000000,-0.739406
2130.000000,-0.632181
1759.000000,-0.003282
1633.000000,0.453020
1719.000000,0.978648
1539.000000,1.280394
4208.000000,0.419296
3073.000000,-0.489658
1625.000000,0.550360
1624.000000,1.744545
1624.000000,1.949019
4823.000000,0.830482
2115.000000,1.098596
1655.000000,2.566195
1780.000000,2.785801
3783.000000,2.315162
2304.000000,2.820812
1899.000000,2.968791
1560.000000,0.871997
0.000000,4.011608
0.000000,3.166201
0.000000,2.853494
0.000000,2.341750
0.000000,1.486064
0.000000,0.512586
0.000000,4.245803
0.000000,3.221256
0.000000,2.746209
0.000000,2.017608
0.000000,0.547344
0.000000,5.006314
0.000000,3.136629
0.000000,3.121739
0.000000,1.871149
0.000000,1.149090
0.000000,5.888951
0.000000,4.520993
0.000000,1.741053
0.000000,3.310650
0.000000,1.175680
0.000000,0.045139
0.000000,0.023918
0.000000,0.279576
0.000000,0.697177
0.000000,1.906342
0.000000,-0.091294
0.000000,0.040245
0.000000,1.130347
0.000000,1.180003
0.000000,2.688942
0.000000,0.419565
0.000000,0.823441
0.000000,1.617248
0.000000,2.898089
0.000000,1.449061
0.000000,1.335329
0.000000,1.643466
0.000000,1.318485
0.000000,1.486898
0.000000,3.646826
0.000000,1.810388
0.000000,1.575331
0.000000,1.853939
0.000000,1.947442
0.000000,2.041686
0.000000,2.284178
0.000000,1.797234
0.000000,2.200885
0.000000,2.174408
0.000000,2.079251
0.000000,1.545467
0.000000,2.062869
0.000000,2.059606
0.000000,2.170529
0.000000,1.825221
0.000000,2.074324
0.000000,1.943711
0.000000,1.842983
0.000000,1.325198
0.000000,0.929113
0.000000,2.078210
0.000000,1.730344
0.000000,1.700892
0.000000,1.600462
0.000000,1.223839
0.000000,0.504027
0.000000,1.220476
0.000000,0.815666
0.000000,1.252970
0.000000,1.256787
0.000000,0.957386
0.000000,1.196355
0.000000,0.263419
0.000000,0.742457
0.000000,0.938861
0.000000,2.406355
0.000000,0.347811
0.000000,1.059589
0.000000,0.625283
0.000000,0.294609
0.000000,0.481232
0.000000,0.930021
0.000000,1.405015
0.000000,0.634074
0.000000,0.758299
0.000000,1.375555
0.000000,1.464145
0.000000,2.634308
0.000000,1.847839
0.000000,2.507849
0.000000,2.555567
0.000000,3.098325
0.000000,3.112361
0.000000,2.991164
0.000000,0.861107
2997.000000,3.545068
2749.000000,3.790432
2577.000000,3.920997
2185.000000,3.765570
2142.000000,3.125543
1903.000000,1.361213
2766.000000,3.780287
2749.000000,3.827943
2492.000000,3.812922
2187.000000,3.577386
2080.000000,2.428278
2779.000000,3.652107
2749.000000,3.803374
2748.000000,3.570424
2179.000000,3.376639
2193.000000,2.984209
2800.000000,3.426739
2774.000000,3.036007
2179.000000,3.254295
3148.000000,2.825543
2497.000000,1.840640
2181.000000,0.984550
1878.000000,0.989280
1913.000000,0.981596
1903.000000,0.893093
3384.000000,2.013467
2255.000000,0.146104
1931.000000,0.084401
1912.000000,1.326966
1862.000000,1.704092
4116.000000,1.476160
1851.000000,-0.198664
1905.000000,1.396976
1905.000000,3.345940
4854.000000,1.474240
3998.000000,3.942531
2066.000000,4.646843
1905.000000,4.110164
1905.000000,2.643817
1905.000000,2.094063
4693.000000,4.787786
3598.000000,6.797892
2166.000000,5.861835
1971.000000,4.512602
1905.000000,3.346069
1970.000000,3.903584
4636.000000,5.903489
3848.000000,7.244103
2109.000000,6.352203
1968.000000,4.916429
4750.000000,5.380153
3990.000000,6.841988
2292.000000,5.908289
2058.000000,4.527772
4728.000000,4.750525
4084.000000,6.102857
2588.000000,5.663738
2058.000000,4.265076
1796.000000,3.442097
1905.000000,1.797594
1855.000000,0.802309
4764.000000,5.044308
3938.000000,6.376023
2307.000000,5.330379
2058.000000,3.979913
1905.000000,2.363640
1900.000000,0.950512
4673.000000,5.923832
3801.000000,5.919263
2278.000000,4.172508
2056.000000,2.922779
1905.000000,1.670257
4673.000000,5.369274
3740.000000,4.196002
2413.000000,2.272823
1964.000000,1.377471
4931.000000,4.195509
4293.000000,2.229496
2374.000000,0.416454
1873.000000,0.706251
1875.000000,1.161056
2067.000000,1.562614
2067.000000,1.854237
4824.000000,1.962424
2450.000000,0.185160
2145.000000,1.345453
2142.000000,2.754324
2133.000000,3.095418
4428.000000,1.467139
2749.000000,1.676574
2202.000000,3.381803
2385.000000,3.735578
3840.000000,2.478682
2749.000000,3.366219
2656.000000,3.774058
1922.000000,1.000950
2435.000000,9.282881
2273.000000,10.396213
2222.000000,10.961238
2014.000000,11.238064
2151.000000,11.521806
2085.000000,10.012378
2582.000000,10.708590
2315.000000,11.109797
2284.000000,11.408944
2290.000000,11.490691
2151.000000,10.608612
2737.000000,10.921725
2316.000000,11.332043
2315.000000,11.205640
2329.000000,11.215495
2088.000000,10.882281
2748.000000,10.966869
2343.000000,10.883074
2327.000000,10.931667
2748.000000,10.286425
2410.000000,10.691330
2129.000000,10.189646
2119.000000,9.298012
2054.000000,8.824082
1756.000000,9.053609
2943.000000,9.168297
2320.000000,8.781418
1884.000000,8.355882
2183.000000,8.556794
2171.000000,9.234116
3591.000000,8.344800
2595.000000,7.570401
2077.000000,8.168823
2105.000000,9.838772
4368.000000,8.128993
4282.000000,7.036631
1578.000000,8.837520
4975.000000,9.442664
4662.000000,10.805332
2555.000000,11.560607
2249.000000,12.029471
2295.000000,11.610085
2224.000000,10.626698
4975.000000,10.713626
4948.000000,14.055893
4529.000000,14.388800
3406.000000,14.408153
2409.000000,14.102682
2436.000000,15.409762
4810.000000,13.725847
4942.000000,17.021837
4847.000000,16.732721
3142.000000,16.559690
4810.000000,13.510373
4669.000000,15.386877
4124.000000,15.830961
2525.000000,16.088829
4810.000000,11.845183
4569.000000,12.298947
2378.000000,14.554310
2340.000000,15.406721
2343.000000,13.619958
2185.000000,11.538476
2171.000000,9.244663
4905.000000,10.913740
4469.000000,13.243820
2452.000000,15.637666
2314.000000,13.520903
2238.000000,11.850939
2188.000000,9.813434
4395.000000,12.211973
2656.000000,15.941846
2329.000000,14.948916
2305.000000,11.685595
2179.000000,9.813437
2413.000000,12.780074
2296.000000,15.035023
2305.000000,11.458200
2237.000000,9.013414
3337.000000,11.278588
2382.000000,11.385651
2238.000000,7.397015
2192.000000,7.354596
2170.000000,9.019287
2170.000000,8.967463
2213.000000,9.966197
2409.000000,8.083730
2170.000000,5.777701
2170.000000,7.766697
2197.000000,9.138208
2194.000000,10.081140
2201.000000,6.826557
2060.000000,6.985863
2063.000000,8.866295
2216.000000,10.357961
2210.000000,7.598281
2028.000000,9.061816
2124.000000,10.257320
1906.000000,9.716244
2412.000000,7.143094
2285.000000,7.774054
2439.000000,8.242127
2215.000000,8.362281
2098.000000,8.576369
2023.000000,7.117392
2313.000000,8.905706
2458.000000,8.469780
2517.000000,8.568890
2369.000000,8.501715
1900.000000,7.584612
2469.000000,8.792002
2436.000000,8.661096
2533.000000,8.471083
2555.000000,8.280292
2372.000000,7.961307
2637.000000,8.813759
2507.000000,8.132504
2676.000000,8.033120
2665.000000,7.959425
2822.000000,7.849877
2516.000000,7.270314
2150.000000,6.394738
1984.000000,5.886059
1995.000000,5.834323
3139.000000,6.759478
2762.000000,6.181755
2276.000000,5.267984
1977.000000,5.226585
2029.000000,5.576384
3677.000000,6.146147
2697.000000,5.651351
2074.000000,4.752590
2114.000000,5.763045
4556.000000,6.291940
2515.000000,4.433120
2125.000000,4.779686
4856.000000,6.664215
4231.000000,6.571039
2047.000000,7.408667
2150.000000,8.032274
2120.000000,7.538870
2043.000000,6.841858
5052.000000,7.981988
4627.000000,10.294648
4351.000000,10.451089
2874.000000,10.700390
2264.000000,10.275681
2200.000000,11.614153
4950.000000,10.390284
4551.000000,13.013118
4406.000000,13.369565
2506.000000,13.148162
5038.000000,10.141273
4920.000000,11.861932
4056.000000,12.756987
2255.000000,12.559888
5106.000000,8.739903
4756.000000,9.534065
2375.000000,11.340217
2141.000000,11.662349
2037.000000,9.595648
2020.000000,7.412998
2004.000000,5.734138
5051.000000,8.654309
4932.000000,10.712397
2279.000000,12.308372
2062.000000,9.885125
2032.000000,7.953828
2010.000000,5.806313
4354.000000,10.006944
2467.000000,13.084210
2233.000000,11.447405
2071.000000,8.069551
2072.000000,6.002671
3578.000000,10.208022
2152.000000,11.684128
2122.000000,7.662750
2072.000000,5.396609
4132.000000,8.705995
2437.000000,8.390520
2093.000000,4.298951
2074.000000,4.059283
2011.000000,5.052343
2003.000000,5.481900
2082.000000,6.988035
2053.000000,6.388738
2054.000000,3.652996
2022.000000,4.688556
2116.000000,5.810363
2143.000000,7.145242
2721.000000,5.754029
2076.000000,4.930309
2170.000000,6.279984
2211.000000,7.585593
2652.000000,5.815565
2368.000000,7.264899
2218.000000,7.602724
2014.000000,6.610549
1842.000000,11.859259
2261.000000,13.193801
2428.000000,14.051712
2181.000000,14.484083
2705.000000,15.138663
2533.000000,13.548820
2172.000000,13.677618
2427.000000,14.515988
2376.000000,14.910903
2250.000000,14.599953
2539.000000,13.434163
2260.000000,14.665547
1802.000000,14.964937
1977.000000,14.507069
2472.000000,14.042897
2360.000000,13.382925
2490.000000,13.853659
2618.000000,13.346040
2403.000000,13.200080
3304.000000,12.537625
2739.000000,12.946709
2457.000000,12.306130
2266.000000,11.155078
2336.000000,11.067568
2221.000000,11.629243
3103.000000,10.583351
2889.000000,10.123374
2174.000000,8.933066
2253.000000,9.214424
2087.000000,10.035751
3398.000000,9.541187
2567.000000,8.501912
2200.000000,7.940049
2108.000000,8.880941
3240.000000,10.008169
2477.000000,8.123415
2474.000000,8.077644
3363.000000,10.030193
2505.000000,8.438884
2493.000000,8.843381
2047.000000,9.637899
2012.000000,10.495561
2200.000000,12.080991
4498.000000,10.746360
3475.000000,10.614901
2466.000000,9.689214
2498.000000,9.886102
2301.000000,10.549237
2419.000000,11.932284
4456.000000,11.517454
3901.000000,11.621606
2801.000000,11.413055
2444.000000,11.613918
4460.000000,10.911876
4178.000000,11.146111
2590.000000,11.918157
2475.000000,12.504323
4235.000000,10.544583
4262.000000,10.844280
2321.000000,11.792775
2244.000000,12.016362
2416.000000,11.082798
2261.000000,10.705119
2454.000000,11.635931
4223.000000,10.501522
3904.000000,10.808922
3611.000000,11.299666
2437.000000,10.349384
2494.000000,9.680400
1993.000000,9.763753
4382.000000,10.675334
3846.000000,11.078422
3460.000000,10.170448
2485.000000,9.168507
2554.000000,8.732403
4091.000000,11.119273
4104.000000,10.563519
2461.000000,8.516438
2581.000000,7.985963
4706.000000,10.574499
3126.000000,9.740689
2523.000000,7.845293
2612.000000,7.571681
2442.000000,8.602699
2491.000000,10.684769
2775.000000,13.480874
3091.000000,9.597000
2568.000000,7.746933
2540.000000,7.871914
2629.000000,10.514932
2473.000000,13.043226
2792.000000,9.004318
2566.000000,8.571454
2416.000000,11.055692
2646.000000,13.197693
2459.000000,9.710737
1987.000000,12.002026
2642.000000,13.011735
2504.000000,13.064236
3324.000000,12.370332
2583.000000,13.343357
2366.000000,14.233224
2298.000000,14.626769
2444.000000,15.223433
2646.000000,13.966344
2604.000000,14.103487
2297.000000,14.864915
2412.000000,15.323242
2365.000000,14.844080
2560.000000,13.648646
3007.000000,15.404199
2278.000000,15.541901
2298.000000,15.123281
2312.000000,14.473070
2446.000000,13.622690
2362.000000,14.504312
2422.000000,13.807711
2419.000000,13.561194
2574.000000,13.184017
2707.000000,13.377865
2641.000000,12.620861
2454.000000,11.544449
2505.000000,11.640522
2557.000000,12.445205
3272.000000,11.561546
2868.000000,10.779013
2667.000000,9.520939
2575.000000,9.991309
2543.000000,10.949009
3979.000000,10.565406
3424.000000,9.316325
3081.000000,8.698769
2778.000000,9.669166
4637.000000,10.813801
4159.000000,8.846780
3412.000000,8.779478
4618.000000,10.856300
3711.000000,9.188714
2801.000000,9.533464
2583.000000,10.474717
2519.000000,11.538837
2608.000000,13.229332
4317.000000,11.607840
3322.000000,11.695871
3092.000000,10.477263
2910.000000,10.556385
2481.000000,11.476621
2736.000000,12.817488
3458.000000,12.538558
3115.000000,12.892331
2799.000000,12.204398
2790.000000,12.311657
3229.000000,11.833051
3119.000000,12.061401
2854.000000,12.605414
2956.000000,13.142358
3156.000000,11.159489
3152.000000,11.400251
3003.000000,12.390099
2762.000000,12.769610
2608.000000,12.178883
2834.000000,12.007798
2443.000000,12.715294
3117.000000,11.089038
3218.000000,11.424590
3060.000000,11.970919
3099.000000,11.219783
2955.000000,10.772454
2393.000000,10.988126
2950.000000,11.468108
3162.000000,12.131524
3191.000000,11.070141
3304.000000,9.975968
3249.000000,9.597439
3645.000000,12.190480
3246.000000,11.822407
3984.000000,9.431358
3813.000000,8.699600
4261.000000,11.635524
4747.000000,10.921470
4065.000000,8.647440
3977.000000,8.212727
2348.000000,9.539074
2519.000000,11.510796
2646.000000,14.002914
4511.000000,10.663044
3974.000000,8.397132
