edr.peak_time;edr.peak_dat;edr.rise_time;edr.max_deriv;edr.amplitude;edr.max_deriv2
1573142742891;0.509910;2333;0.00133429;0.00128096;0.00106730
1573142744091;0.509903;600;0.000443183;1.28150e-05;0.000211766
1573142748024;0.513940;2933;0.00258035;0.00435477;0.00237082
1573142750291;0.517985;2267;0.00379363;0.00404525;0.00256071
1573142752824;0.517994;1133;0.000734544;0.000455022;0.000806066
1573142753558;0.518059;600;0.000198546;3.87430e-05;-0.000273517
1573142755491;0.518739;1133;0.00136840;0.000714958;0.000970090
1573142757824;0.520924;2066;0.00175426;0.00209588;0.00146237
1573142763824;0.536521;5733;0.00491313;0.0154824;0.00201413
1573142766291;0.541617;1667;0.00589972;0.00542939;0.00547602
1573142769624;0.547172;2933;0.00244303;0.00557381;0.00226672
1573142774691;0.550544;3467;0.00277822;0.00392014;0.00222282
1573142776491;0.550691;1133;0.000365833;0.000228405;0.000335279
1573142778891;0.550533;933;0.000413086;0.000149667;0.000540048
1573142783424;0.568449;4000;0.0102768;0.0179510;0.00734739
1573142790758;0.561967;800;0.000576381;0.000308692;0.00118199
1573142794291;0.560542;733;0.000439092;8.30293e-05;0.000285667
1573142796958;0.561082;1800;0.000584913;0.000703871;0.000886890
1573142797891;0.561080;533;3.50157e-05;-1.55568e-05;-9.25979e-05
1573142799758;0.561053;800;0.000397666;0.000108302;0.000373052
1573142802824;0.559229;200;2.83280e-05;-9.53674e-06;-0.00113438
1573142807358;0.559719;2867;0.00325229;0.00423896;0.00498132
1573142810291;0.560935;2200;0.00153736;0.00129831;0.000762601
1573142813158;0.565484;2867;0.00306923;0.00454909;0.00203532
1573142814558;0.566559;1400;0.00125669;0.00107503;0.000308948
1573142816491;0.565892;333;0.000166656;-3.61800e-05;0.000192422
1573142820691;0.567566;3133;0.000904849;0.00198263;0.00111651
1573142822691;0.567554;933;0.000802957;0.000309110;0.000931700
1573142824491;0.567575;667;0.000431878;0.000238597;0.000787294
1573142825491;0.567925;1000;0.000484033;0.000350356;1.26539e-05
1573142826758;0.568291;1267;0.000543428;0.000366211;0.000117329
1573142828291;0.568151;800;4.46699e-05;2.03848e-05;0.000521416
1573142831091;0.569833;2667;0.000783668;0.00164342;0.000557266
1573142831958;0.569882;534;0.000226804;2.22325e-05;1.26056e-05
1573142832358;0.569924;400;0.000226804;4.17829e-05;1.26056e-05
1573142833024;0.569947;133;0.000133213;-4.58956e-06;1.38982e-05
1573142834158;0.570003;1134;0.000133213;5.61476e-05;2.55036e-05
1573142834691;0.570026;533;7.24820e-05;2.26498e-05;2.55036e-05
1573142836491;0.569835;67;1.56744e-05;3.21865e-06;0.000100099
1573142837158;0.569831;200;1.65947e-06;1.36495e-05;-7.33357e-05
1573142838358;0.569656;67;3.79292e-06;-8.40425e-06;-0.000129472
1573142840824;0.569487;1000;0.000423379;0.000208914;0.000734052
1573142844158;0.568303;67;2.58986e-05;7.51019e-06;0.000330988
1573142848491;0.566547;267;1.62671e-05;-0.000105202;6.78680e-05
1573142851491;0.565501;533;0.000275313;-2.58088e-05;0.000353797
1573142853358;0.564855;334;5.67918e-05;7.83205e-05;-0.000614568
1573142857224;0.564607;2666;0.00213787;0.00277078;0.00463355
1573142860958;0.565497;2934;0.000759421;0.000974059;0.000532315
1573142861891;0.565287;0;5.05479e-05;0.00000;2.91480e-05
1573142862224;0.565200;333;0.000110948;-8.67844e-05;4.23516e-05
1573142864891;0.564979;533;0.000215205;0.000106275;0.000519883
1573142865158;0.564983;0;7.47572e-05;0.00000;9.92205e-05
1573142865624;0.565062;466;0.000154608;7.93934e-05;9.92205e-05
1573142867091;0.565085;867;0.000389779;7.34329e-05;0.000256425
1573142869491;0.565227;1533;0.000275993;0.000195920;0.000567835
1573142871158;0.565360;934;0.000574789;0.000262499;0.000682675
1573142873624;0.564734;1066;0.000313273;0.000201762;0.000875807
1573142874758;0.564605;0;2.24078e-05;0.00000;1.96925e-05
1573142875224;0.564612;466;9.50193e-05;6.73532e-06;1.96925e-05
1573142878691;0.563855;800;0.000164407;2.13981e-05;0.000362773
1573142879424;0.563809;66;7.90548e-06;-2.35438e-05;-0.000266545
1573142881291;0.563462;600;4.43459e-05;1.59740e-05;0.000418600
1573142881891;0.563619;467;9.18127e-06;0.000101507;-0.000391995
1573142885491;0.560719;1333;0.00337818;0.00254530;0.00451711
1573142888891;0.568946;3400;0.00461660;0.00822687;0.00268107
1573142890891;0.578458;1600;0.0104764;0.00971681;0.00760591
1573142893824;0.575875;733;0.000807971;0.000272453;0.00226858
1573142896891;0.573768;867;0.000403931;0.000166297;0.000938313
1573142900758;0.572116;1467;0.000512825;0.000503719;0.000742374
1573142903558;0.569965;400;3.99214e-05;-4.00543e-05;0.000584177
1573142906158;0.568228;534;0.000103088;7.53403e-05;0.00116214
1573142907024;0.570159;466;0.000201675;0.00186819;-0.000665940
1573142909824;0.533146;1200;0.00342129;0.00491202;0.0370543
1573142916024;0.555926;5200;0.0103523;0.0244902;0.00523463
1573142922824;0.547079;1133;0.000715905;0.000500262;0.00165710
1573142925291;0.546422;1000;0.00156768;0.000715137;0.00255520
1573142928091;0.547525;2133;0.000939589;0.00119495;0.00136459
1573142934491;0.542980;133;4.00165e-05;-3.69549e-06;0.000449452
1573142937224;0.543573;1533;0.00142541;0.000900686;0.00106587
1573142939024;0.544738;933;0.00372019;0.00163907;0.00387061
1573142941558;0.559552;1934;0.0138702;0.0148187;0.0112325
1573142944824;0.577303;3266;0.0135506;0.0177514;0.00684318
1573142956224;0.564949;1533;0.00172202;0.00137919;0.00181546
1573142961824;0.560300;1066;0.00382515;0.00249648;0.00619437
1573142962358;0.560164;267;0.000285790;-0.000128329;-0.00146961
1573142967691;0.555693;1067;0.00182056;0.00116110;0.00128683
1573142968824;0.555742;800;0.000174912;9.54270e-05;-0.000222540
1573142970958;0.556080;1134;0.00167483;0.000965834;0.00205006
1573142978158;0.585202;3934;0.0172536;0.0331873;0.0107421
1573142981291;0.576125;800;0.00327669;0.00140262;0.00813344
1573142983091;0.575447;867;0.00120731;0.000638545;0.00278543
1573142983291;0.575604;200;0.000322583;0.000157356;0.000260789
1573142987558;0.595207;4067;0.0105458;0.0195472;0.00534855
1573142989891;0.569178;800;0.00444722;0.00350517;0.0282995
1573142991958;0.574567;1800;0.00541951;0.00544637;0.00283502
1573142994091;0.580141;2133;0.00281536;0.00557464;0.000770429
1573142998824;0.597601;3400;0.0276814;0.0449756;0.0499597
