HRV.time;HRV.x;HRV.y;HRV.z
1573142196686;11.7033;43.6153;44.6814
1573142196936;11.3405;43.6149;45.0445
1573142197186;10.9888;43.5809;45.4303
1573142197436;10.6496;43.5215;45.8289
1573142197686;10.3220;43.4393;46.2386
1573142197936;10.0355;43.3443;46.6202
1573142198186;9.75550;43.2285;47.0161
1573142198436;9.48042;43.0960;47.4236
1573142198686;9.37917;43.0474;47.5734
1573142198936;9.28146;43.0104;47.7082
1573142199186;9.18745;42.9925;47.8201
1573142199436;8.90060;43.0044;48.0950
1573142199686;8.83996;43.0235;48.1366
1573142199936;8.77999;43.0596;48.1604
1573142200186;8.80608;43.0389;48.1550
1573142200436;8.83342;43.0163;48.1503
1573142200686;9.49665;42.4844;48.0189
1573142200936;10.1963;41.9661;47.8376
1573142201186;10.9478;41.5215;47.5307
1573142201436;11.1705;41.4384;47.3911
1573142201686;11.4183;41.3945;47.1872
1573142201936;11.6858;41.3688;46.9455
1573142202186;11.9640;41.3324;46.7036
1573142202436;12.2430;41.2575;46.4995
1573142202686;11.9253;41.4006;46.6741
1573142202936;11.4206;41.7179;46.8615
1573142203186;10.9376;42.1079;46.9545
1573142203436;10.4799;42.5550;46.9651
1573142203686;10.0493;43.0383;46.9125
1573142203936;9.72997;43.4373;46.8328
1573142204186;9.43463;43.8404;46.7250
1573142204436;9.16408;44.2358;46.6002
1573142204686;8.91856;44.6116;46.4698
1573142204936;8.69732;44.9543;46.3484
1573142205186;8.49841;45.2461;46.2555
1573142205436;8.31892;45.4665;46.2146
1573142205686;8.15565;45.5954;46.2489
1573142205936;8.15965;45.5945;46.2459
1573142206186;8.16332;45.5959;46.2408
1573142206436;8.16670;45.5995;46.2338
1573142206686;8.16977;45.6050;46.2252
1573142206936;8.17251;45.6117;46.2158
1573142207186;8.17485;45.6188;46.2063
1573142207436;8.17675;45.6255;46.1978
1573142207686;8.15703;45.5469;46.2960
1573142207936;8.14367;45.4869;46.3695
1573142208186;8.12230;45.3713;46.5064
1573142208436;8.11012;45.2501;46.6398
1573142208686;8.11794;45.1880;46.6940
1573142208936;8.14529;45.1955;46.6592
1573142209186;8.19299;45.2833;46.5237
1573142209436;8.19744;45.2965;46.5061
1573142209686;8.20325;45.3183;46.4784
1573142209936;8.21008;45.3461;46.4439
1573142210186;8.21732;45.3754;46.4072
1573142210436;8.24164;45.4649;46.2934
