HRV.time;HRV.x;HRV.y;HRV.z
1573142210574;62.7386;30.2811;6.98031
1573142210824;63.7801;29.9319;6.28804
1573142211074;64.7794;29.4435;5.77706
1573142211324;65.7585;28.8313;5.41022
1573142211574;66.7388;28.1145;5.14667
1573142211824;67.7315;27.3113;4.95723
1573142212074;68.7349;26.4336;4.83153
1573142212324;69.7307;25.4942;4.77507
1573142212574;70.6548;24.5766;4.76852
1573142212824;71.5919;23.6169;4.79125
1573142213074;72.5216;22.6280;4.85035
1573142213324;73.4312;21.6271;4.94169
1573142213574;74.3180;20.6315;5.05048
1573142213824;75.2957;19.4160;5.28821
1573142214074;76.0269;18.2998;5.67324
1573142214324;76.5685;17.3103;6.12116
1573142214574;76.9884;16.4651;6.54643
1573142214824;77.3490;15.7727;6.87827
1573142215074;77.6607;15.4639;6.87540
1573142215324;78.2204;15.1727;6.60688
1573142215574;78.9840;14.8853;6.13072
1573142215824;79.8804;14.5847;5.53490
1573142216074;80.8274;14.2543;4.91837
1573142216324;82.2608;13.6319;4.10732
1573142216574;83.1813;13.0057;3.81293
1573142216824;83.6244;12.3906;3.98502
1573142217074;83.7188;11.8099;4.47135
1573142217324;83.7027;11.3495;4.94786
1573142217574;83.7690;10.9231;5.30789
1573142217824;83.9881;10.5358;5.47609
1573142218074;84.3709;10.1834;5.44575
1573142218324;84.8535;9.88299;5.26355
1573142218574;85.4309;9.58353;4.98555
1573142218824;86.0180;9.27737;4.70464
1573142219074;86.5434;8.95912;4.49747
1573142219324;86.9795;8.59928;4.42119
1573142219574;87.2308;8.25005;4.51915
1573142219824;87.3410;7.92138;4.73760
1573142220074;87.3773;7.62502;4.99773
1573142220324;87.4061;7.37015;5.22376
1573142220574;87.4733;7.16346;5.36321
1573142220824;87.5945;7.00734;5.39815
1573142221074;87.7651;6.90406;5.33089
1573142221324;87.9843;6.83150;5.18424
1573142221574;88.2077;6.78579;5.00651
1573142221824;88.3961;6.76286;4.84101
1573142222074;88.5195;6.76244;4.71807
1573142222324;88.5571;6.78603;4.65683
1573142222574;88.5301;6.83194;4.63800
1573142222824;88.4706;6.89873;4.63068
1573142223074;88.4098;6.98470;4.60547
1573142223324;88.3100;7.11720;4.57279
1573142223574;88.1438;7.29011;4.56610
1573142223824;87.9200;7.49753;4.58249
1573142224074;87.7335;7.68491;4.58154
1573142224324;87.5945;7.86816;4.53734
1573142224574;87.4937;8.04307;4.46327
1573142224824;87.4181;8.20642;4.37549
1573142225074;87.3559;8.35511;4.28900
1573142225324;87.2981;8.48750;4.21437
1573142225574;87.3046;8.55843;4.13692
1573142225824;87.3978;8.59413;4.00805
1573142226074;87.5538;8.59373;3.85247
1573142226324;87.7547;8.55848;3.68678
1573142226574;87.9697;8.48999;3.54031
1573142226824;88.1705;8.39126;3.43827
1573142227074;88.3381;8.26672;3.39515
1573142227324;88.3920;8.04486;3.56316
1573142227574;88.0416;7.89259;4.06584
1573142227824;87.3882;7.82805;4.78375
1573142228074;86.5675;7.86557;5.56694
1573142228324;85.7136;8.01422;6.27216
1573142228574;84.8225;8.30852;6.86898
1573142228824;83.9989;8.73897;7.26215
1573142229074;83.2627;9.29401;7.44325
1573142229324;82.6027;9.95479;7.44256
1573142229574;81.9909;10.6972;7.31195
